A Bad Haircut,13
A Bull Fight,20
A Car Crash,11
A Cheap Motel,25
A Crawl Space,32
A Dozen Red Roses,41
A Flat Tire,11
A Full Moon,22
A Haunted House,6
A High School Bathroom,25
A Honeymoon,28
A Locker Room,25
A Morgue,6
A Nine Iron,41
A School Bus,11
A School Cafeteria,25
A Sunrise,22
A Sunset,22
A Tree House,32
A Used Car Lot,25
Abraham Lincoln,7
Adam Sandler,9
Adolph Hitler,7
AIDS,0
Airline Food,26
Al Pacino,9
Albert Einstein,7
Alfred Hitchcock,7
Alien Abductions,6
Americans,21
Amputations,13
Angry Hornets,12
Andy Warhol,7
Anne Frank,18
Antarctica,19
Anthony Hopkins,9
Apple Pie,44
Apples,14
Armed Robbery,8
Assembly Lines,16
At My Parent's House,25
Atlantis,19
Atomic Bombs,22
Attack On Pearl Harbor,35
Austin Powers,9
Australian Outback,19
Babe Ruth,7
Babies,29
Baby Showers,28
Backstreet Boys,5
Bad Dogs,34
Bagpipes,17
Baked Beans,26
Baked Potatoes,26
Baking Cookies,44
Bald Eagles,43
Ballerinas,38
Bangkok,15
Bankruptcy,8
Barbara Walters,18
Barbed Wire,41
Barfing,0
Barney,1
Bart Simpson,9
Bates Motel,31
Batman,1
Bats,29
Beach Parties,28
Beanie Babies,2
Beauty And The Beast,31
Beer,3
Beer Bellies,13
Beethoven,17
Beets,14
Being In Love,23
Bell-Bottoms,37
Ben Stiller,9
Berlin,15
Big Bang Theory,24
Big Macs,26
Bigfoot,1
Bill Clinton,7
Bill Gates,7
Bill Murray,9
Billboards,25
Bingo,34
Bird Watching,43
Black Holes,35
Black Velvet,37
Blizzard,22
Blood,13
Board Games,2
Body Odor,13
Body Piercing,13
Body Surfing,36
Bonbons,44
Bongos,2
Bottled Water,3
Boxing,20
Boy Scouts,33
Boyfriends,27
Brad Pitt,9
Brain Surgeons,21
Brains,6
Britney Spears,18
Broadway,15
Bruce Willis,9
Bubble Gum,44
Bubbles,44
Bullwinkle,1
Bumper Stickers,11
Bungee Jumping,36
Buying A House,8
Cabbage,14
Cactus,12
California,19
Camping Trip,4
Canada,19
Canadians,19
Captain Kirk,9
Car Bombs,11
Car Horns,11
Carl Sagan,7
Carnival Workers,21
Cary Grant,9
Casablanca,31
Casinos,4
Castles,32
Caves,32
Celine Dion,18
Cell Phones,2
Cesar Chavez,7
Chain Letters,41
Chains,41
Challenger Explosion,22
Chameleons,29
Charging Rhinos,29
Cheesecake,44
Cher,18
Chicago,15
Chicken Pox,0
Chickens,43
Chimpanzees,29
China,19
Chinatown,15
Choir Boys,33
Chorus Girls,17
Cigarette Burns,13
Cigarettes,2
Cinco de Mayo,30
Cindy Crawford,18
Clark Gable,9
Claude Monet,7
Cleaning The Bathroom,23
Cleopatra,18
Clint Eastwood,9
Clowns,38
Cocaine,0
Cockroaches,12
Coconuts,14
Cold Pizza,26
Communists,21
Commuting,23
Computer Hackers,21
Computers,2
Confucius,7
Conspiracy Theories,6
Construction Workers,21
Corn On The Cob,44
Corvettes,11
Count Dracula,42
Country Music,5
Cow-Pies,26
Crazy Horse,42
Creamed Corn,44
Crystal Balls,2
Cuba,19
Cults,33
Custer's Last Stand,35
Dandruff,13
Danielle Steel,18
Danny DeVito,9
Dark Alleys,32
Darth Vader,9
Dating,8
David Letterman,9
Daytime TV,24
